dataset,pid,path,sx,sy,sz,nx,ny,nz,fov_x,fov_y,fov_z,raw_min,raw_max,mean,std,q01,q50,q99,frac_below,frac_above,eff_spacing_h,eff_spacing_w,slab_z_mm
train(totalseg),s0485,F:\Totalsegmentator_dataset_v201\nii\s0485.nii.gz,1.5,1.5,1.5,307,307,221,460.5,460.5,331.5,-1217.0,1766.0,-656.9791259765625,469.96099853515625,-1024.0,-966.0,272.0,0.002973252870667725,0.00011882449305510446,1.798828125,1.798828125,18.0
train(totalseg),s0493,F:\Totalsegmentator_dataset_v201\nii\s0493.nii.gz,1.0,1.0,1.0,137,145,134,137.0,145.0,134.0,-1487.0,3313.009033203125,-524.2079467773438,566.2176513671875,-1024.013671875,-953.0263671875,1112.0303955078125,0.018443899305385984,0.01168183747760067,0.56640625,0.53515625,12.0
train(totalseg),s0491,F:\Totalsegmentator_dataset_v201\nii\s0491.nii.gz,1.4999998807907104,1.5,1.5,173,170,173,259.4999793767929,255.0,259.5,-1318.0,3493.0,-378.90435791015625,524.2048950195312,-1024.0,-127.0,846.2399999999907,0.002415716722573478,0.006931697776561828,0.99609375,1.0136717944405973,18.0
train(totalseg),s0492,F:\Totalsegmentator_dataset_v201\nii\s0492.nii.gz,1.5,1.5,1.5,333,333,76,499.5,499.5,114.0,-1240.0,1335.0,-619.4624633789062,484.96380615234375,-1024.0,-995.0,278.0,0.005638046102284586,0.00034114242963418257,1.951171875,1.951171875,18.0
train(totalseg),s0501,F:\Totalsegmentator_dataset_v201\nii\s0501.nii.gz,1.5,1.5,1.5,77,125,143,115.5,187.5,214.5,-1366.0,3166.0,-251.79884338378906,490.82647705078125,-1024.0,-78.0,982.0,0.00498410680228862,0.009194441921714648,0.732421875,0.451171875,18.0
train(totalseg),s0488,F:\Totalsegmentator_dataset_v201\nii\s0488.nii.gz,1.5,1.5,1.5,221,221,215,331.5,331.5,322.5,-1332.0,3130.0,-539.3948974609375,516.873779296875,-1024.0,-813.0,545.0,0.004709919686241526,0.0012021922867708566,1.294921875,1.294921875,18.0
train(totalseg),s0490,F:\Totalsegmentator_dataset_v201\nii\s0490.nii.gz,1.5,1.5,1.5,237,237,193,355.5,355.5,289.5,-1046.0,2556.0,-521.0699462890625,474.7062683105469,-1017.0,-822.0,283.0,0.0006176768487411237,0.00020865965230770935,1.388671875,1.388671875,18.0
train(totalseg),s0497,F:\Totalsegmentator_dataset_v201\nii\s0497.nii.gz,1.5,1.5,1.5,188,188,244,282.0,282.0,366.0,-1519.0,3664.0,-593.1889038085938,546.4843139648438,-1039.0,-940.0,1207.0,0.04768296161615224,0.013361062345053422,1.1015625,1.1015625,18.0
train(totalseg),s0498,F:\Totalsegmentator_dataset_v201\nii\s0498.nii.gz,1.5,1.5,1.5,237,237,225,355.5,355.5,337.5,-1121.0,3265.0,-479.6054992675781,494.69293212890625,-1023.0,-692.0,410.0,0.0067573817472041334,0.001589092478092513,1.388671875,1.388671875,18.0
train(totalseg),s0504,F:\Totalsegmentator_dataset_v201\nii\s0504.nii.gz,1.0,1.0,1.0,81,124,189,81.0,124.0,189.0,-1333.9998779296875,3541.0,-218.3833465576172,546.117919921875,-1008.9998779296875,-56.98573303222656,1451.9693603515625,0.003221802903204735,0.025888735068344784,0.484375,0.31640625,12.0
train(totalseg),s0503,F:\Totalsegmentator_dataset_v201\nii\s0503.nii.gz,1.5,1.5,1.5,174,174,233,261.0,261.0,349.5,-1503.0,3333.0,-547.1121215820312,552.5137939453125,-1034.0,-924.0,1265.2399999999907,0.03735532953763856,0.013834950217654234,1.01953125,1.01953125,18.0
train(totalseg),s0506,F:\Totalsegmentator_dataset_v201\nii\s0506.nii.gz,1.5,1.5,1.5,231,231,177,346.5,346.5,265.5,-1372.0,3397.0,-546.5574951171875,528.2938232421875,-1024.0,-952.0,477.0,0.004706243581191966,0.0007406113352179483,1.353515625,1.353515625,18.0
train(totalseg),s0494,F:\Totalsegmentator_dataset_v201\nii\s0494.nii.gz,1.5,1.5,1.5,233,233,435,349.5,349.5,652.5,-3657.0,3114.0,-1036.2144775390625,1133.52734375,-3024.0,-907.0,467.0,0.22246194950449116,0.002213948638627382,1.365234375,1.365234375,18.0
train(totalseg),s0495,F:\Totalsegmentator_dataset_v201\nii\s0495.nii.gz,1.5,1.5,1.5,247,247,332,370.5,370.5,498.0,-3632.0,1471.0,-838.942626953125,1200.8009033203125,-3024.0,-121.0,351.0,0.22166243157921606,0.0010568258404236427,1.447265625,1.447265625,18.0
train(totalseg),s0499,F:\Totalsegmentator_dataset_v201\nii\s0499.nii.gz,1.5,1.5,1.5,233,233,371,349.5,349.5,556.5,-1043.0,3110.0,-532.486083984375,487.6289978027344,-1019.0,-861.0,350.0,0.0021621828270581424,0.0006269729440421186,1.365234375,1.365234375,18.0
train(totalseg),s0502,F:\Totalsegmentator_dataset_v201\nii\s0502.nii.gz,1.5,1.5,1.5,215,215,402,322.5,322.5,603.0,-1071.0,2487.0,-467.6981506347656,500.3893127441406,-1013.0,-648.0,394.0,0.0004132931879273185,0.00032611415609889977,1.259765625,1.259765625,18.0
train(totalseg),s0508,F:\Totalsegmentator_dataset_v201\nii\s0508.nii.gz,1.5,1.5,1.5,221,221,219,331.5,331.5,328.5,-1563.0,3320.0,-511.9519958496094,540.7262573242188,-1024.0,-845.0,653.0,0.006687058989833942,0.0021949888287241186,1.294921875,1.294921875,18.0
train(totalseg),s0510,F:\Totalsegmentator_dataset_v201\nii\s0510.nii.gz,1.5,1.5,1.5,209,209,197,313.5,313.5,295.5,-1151.0,3169.0,-405.0367126464844,475.7349853515625,-1028.0,-154.0,416.0,0.016318697153800743,0.0008291536705883446,1.224609375,1.224609375,18.0
train(totalseg),s0514,F:\Totalsegmentator_dataset_v201\nii\s0514.nii.gz,1.0,1.0,1.0,121,140,108,121.0,140.0,108.0,-1235.0,2379.0,-309.7104797363281,660.3152465820312,-1024.010986328125,-90.00141143798828,1414.990966796875,0.02067099567099567,0.056910555774192136,0.546875,0.47265625,12.0
train(totalseg),s0500,F:\Totalsegmentator_dataset_v201\nii\s0500.nii.gz,1.5,1.5,1.5,307,307,354,460.5,460.5,531.0,-1167.0,1515.0,-514.8573608398438,492.0223388671875,-1024.0,-788.0,418.0,0.005247129186480974,0.0006231539129021394,1.798828125,1.798828125,18.0
train(totalseg),s0509,F:\Totalsegmentator_dataset_v201\nii\s0509.nii.gz,1.5,1.5,1.5,227,227,315,340.5,340.5,472.5,-1147.0,2153.0,-459.8116149902344,521.4503784179688,-1037.0,-525.0,560.0,0.035001095083766975,0.003350124617760318,1.330078125,1.330078125,18.0
train(totalseg),s0515,F:\Totalsegmentator_dataset_v201\nii\s0515.nii.gz,1.5,1.5,1.5,205,205,176,307.5,307.5,264.0,-1234.0,3353.0,-306.6256103515625,447.86370849609375,-1023.0,-73.0,388.0,0.008274295603266453,0.0006495051646747066,1.201171875,1.201171875,18.0
train(totalseg),s0520,F:\Totalsegmentator_dataset_v201\nii\s0520.nii.gz,1.5,1.5,1.5,256,256,31,384.0,384.0,46.5,-1076.0,2348.0,-435.0704345703125,479.24017333984375,-1026.0,-130.0,293.0,0.014929986769153226,0.0002205141129032258,1.5,1.5,18.0
train(totalseg),s0505,F:\Totalsegmentator_dataset_v201\nii\s0505.nii.gz,1.5,1.5,1.5,366,252,366,549.0,378.0,549.0,-1124.0,2884.0,-422.2800598144531,482.40826416015625,-1024.0,-108.0,366.0,0.001314900883869223,0.0007241775070869179,1.4765625,2.14453125,18.0
train(totalseg),s0521,F:\Totalsegmentator_dataset_v201\nii\s0521.nii.gz,1.5,1.5,1.5,53,120,133,79.5,180.0,199.5,-1277.0,3487.0,-135.63943481445312,429.3888854980469,-1007.0,0.0,835.0,0.0016207972762093915,0.0059370123421761956,0.703125,0.310546875,18.0
train(totalseg),s0507,F:\Totalsegmentator_dataset_v201\nii\s0507.nii.gz,1.5,1.5,1.5,252,252,441,378.0,378.0,661.5,-1047.0,1871.0,-521.1272583007812,506.5918884277344,-1024.0,-876.0,485.0,0.00253612980699704,0.002048185930719468,1.4765625,1.4765625,18.0
train(totalseg),s0518,F:\Totalsegmentator_dataset_v201\nii\s0518.nii.gz,1.5,1.5,1.5,145,145,236,217.5,217.5,354.0,-1425.0,3634.0,-443.29754638671875,558.5178833007812,-1013.0,-659.0,1228.0,0.0007920351494316392,0.014169569284030455,0.849609375,0.849609375,18.0
train(totalseg),s0526,F:\Totalsegmentator_dataset_v201\nii\s0526.nii.gz,1.0,1.0,1.0,93,129,197,93.0,129.0,197.0,-1356.0,3289.0,-105.60834503173828,401.44232177734375,-991.9697265625,-5.983710765838623,1078.02685546875,0.0021189721631033128,0.011421632302478198,0.50390625,0.36328125,12.0
train(totalseg),s0517,F:\Totalsegmentator_dataset_v201\nii\s0517.nii.gz,1.5,1.5,1.5,270,270,213,405.0,405.0,319.5,-1167.0,3344.0,-602.6152954101562,472.9195861816406,-1024.0,-905.0,322.0,0.002365835927835822,0.0003364309366020888,1.58203125,1.58203125,18.0
train(totalseg),s0525,F:\Totalsegmentator_dataset_v201\nii\s0525.nii.gz,1.5,1.5,1.5,297,297,56,445.5,445.5,84.0,-1079.0,1563.0,-680.0760498046875,456.9942932128906,-1024.0,-995.0,317.0,0.002575053080103585,0.00036317965610894906,1.740234375,1.740234375,18.0
train(totalseg),s0527,F:\Totalsegmentator_dataset_v201\nii\s0527.nii.gz,1.0,1.0,1.0,98,152,209,98.0,152.0,209.0,-1081.9794921875,3085.0,-355.8694763183594,543.6079711914062,-1012.0076904296875,-63.01911163330078,1040.994873046875,0.00018051793872925648,0.010468113208516849,0.59375,0.3828125,12.0
train(totalseg),s0528,F:\Totalsegmentator_dataset_v201\nii\s0528.nii.gz,1.5,1.5,1.5,183,183,147,274.5,274.5,220.5,-1204.0,3260.0,-373.01824951171875,487.1504211425781,-1024.0,-118.0,527.0,0.0040585973706870546,0.0008281732472618179,1.072265625,1.072265625,18.0
train(totalseg),s0522,F:\Totalsegmentator_dataset_v201\nii\s0522.nii.gz,1.5,1.5,1.5,249,249,199,373.5,373.5,298.5,-1053.0,1789.0,-531.8395385742188,483.163818359375,-1024.0,-847.0,411.0,0.0031561329853625327,0.0007766935209349824,1.458984375,1.458984375,18.0
train(totalseg),s0523,F:\Totalsegmentator_dataset_v201\nii\s0523.nii.gz,1.5,1.5,1.5,242,242,160,363.0,363.0,240.0,-1068.0,1763.0,-540.27783203125,476.67486572265625,-1013.0,-877.0,222.0,0.0007150297110853084,0.0002369202923297589,1.41796875,1.41796875,18.0
train(totalseg),s0532,F:\Totalsegmentator_dataset_v201\nii\s0532.nii.gz,1.5,1.5,1.5,115,115,99,172.5,172.5,148.5,-1040.0,2158.0,-247.9467315673828,396.62225341796875,-1005.0,-41.0,189.0,0.00034522922991732065,0.00010081915563957151,0.673828125,0.673828125,18.0
train(totalseg),s0513,F:\Totalsegmentator_dataset_v201\nii\s0513.nii.gz,1.5,1.5,1.5,307,307,342,460.5,460.5,513.0,-1341.0,3507.0,-630.1644897460938,487.2951354980469,-1024.0,-953.0,233.0,0.0026755355422191916,0.0011740079079400592,1.798828125,1.798828125,18.0
train(totalseg),s0516,F:\Totalsegmentator_dataset_v201\nii\s0516.nii.gz,1.5,1.5,1.5,253,253,413,379.5,379.5,619.5,-1034.0,1521.0,-565.39208984375,487.55926513671875,-1023.0,-915.0,385.0,0.0004951632873758252,0.00041466615402702795,1.482421875,1.482421875,18.0
train(totalseg),s0511,F:\Totalsegmentator_dataset_v201\nii\s0511.nii.gz,1.5,1.5,1.5,284,284,465,426.0,426.0,697.5,-1447.0,3275.0,-670.61767578125,464.0394287109375,-1024.0,-951.0,434.0,0.0029615745079662604,0.0028845715443653586,1.6640625,1.6640625,18.0
train(totalseg),s0530,F:\Totalsegmentator_dataset_v201\nii\s0530.nii.gz,1.5000001192092896,1.4999998807907104,1.5000001192092896,236,135,166,354.00002813339233,202.4999839067459,249.00001978874207,-1227.0,3065.0,-211.8697967529297,436.9137268066406,-1010.0,-89.0,789.0,0.0011327797063962063,0.004717741020579493,0.7910155621357262,1.3828126098960638,18.000001430511475
train(totalseg),s0539,F:\Totalsegmentator_dataset_v201\nii\s0539.nii.gz,1.5,1.5,1.5,114,134,80,171.0,201.0,120.0,-1466.0,3565.0,-327.68603515625,624.0108642578125,-1020.0,-22.0,1221.0,0.005280341712490181,0.019220509295627127,0.78515625,0.66796875,18.0
train(totalseg),s0535,F:\Totalsegmentator_dataset_v201\nii\s0535.nii.gz,1.5,1.5,1.5,133,133,211,199.5,199.5,316.5,-1115.0,3353.0,-339.91400146484375,560.3370361328125,-1010.0,-96.0,1405.0,0.0001264608641135147,0.01899592217298346,0.779296875,0.779296875,18.0
train(totalseg),s0531,F:\Totalsegmentator_dataset_v201\nii\s0531.nii.gz,1.5,1.5,1.5,221,221,193,331.5,331.5,289.5,-1323.0,3305.0,-439.9241943359375,512.2819213867188,-1024.0,-152.0,517.0,0.006548158002358292,0.0019355389672422363,1.294921875,1.294921875,18.0
train(totalseg),s0519,F:\Totalsegmentator_dataset_v201\nii\s0519.nii.gz,1.5,1.5,1.5,283,283,433,424.5,424.5,649.5,-1151.0,3191.0,-586.1136474609375,477.72314453125,-1024.0,-931.0,294.0,0.0015410679824310984,0.0004437902071332398,1.658203125,1.658203125,18.0
train(totalseg),s0529,F:\Totalsegmentator_dataset_v201\nii\s0529.nii.gz,1.5,1.5,1.5,247,247,304,370.5,370.5,456.0,-1037.0,1634.0,-613.4264526367188,492.39923095703125,-1023.0,-931.0,490.0,0.0001391080049647539,0.0017997772115207309,1.447265625,1.447265625,18.0
train(totalseg),s0537,F:\Totalsegmentator_dataset_v201\nii\s0537.nii.gz,1.5,1.5,1.5,198,198,166,297.0,297.0,249.0,-1454.0,3652.0,-603.8413696289062,519.0333251953125,-1024.0,-962.0,763.0,0.009140326226854156,0.006886437700603454,1.16015625,1.16015625,18.0
train(totalseg),s0544,F:\Totalsegmentator_dataset_v201\nii\s0544.nii.gz,1.5,1.5,1.5,216,216,87,324.0,324.0,130.5,-1147.0,1854.0,-446.16253662109375,493.9012451171875,-1031.0,-289.0,409.0,0.020829637907383756,0.0015727732841398232,1.265625,1.265625,18.0
train(totalseg),s0552,F:\Totalsegmentator_dataset_v201\nii\s0552.nii.gz,1.0,1.0,1.0,118,142,151,118.0,142.0,151.0,-1425.0,3663.990234375,-467.7143249511719,532.4066162109375,-1023.9979248046875,-669.9852905273438,813.0155639648438,0.007090471891851728,0.006205150986737577,0.5546875,0.4609375,12.0
train(totalseg),s0545,F:\Totalsegmentator_dataset_v201\nii\s0545.nii.gz,1.5,1.5,1.5,257,257,240,385.5,385.5,360.0,-1373.0,2925.0,-441.7634582519531,490.6000671386719,-1034.0,-152.0,435.0,0.03910379667620504,0.002248835460541921,1.505859375,1.505859375,18.0
train(totalseg),s0542,F:\Totalsegmentator_dataset_v201\nii\s0542.nii.gz,1.5,1.5,1.5,232,311,311,348.0,466.5,466.5,-1125.0,1639.0,-516.4546508789062,490.2538146972656,-1024.0,-884.0,334.0,0.0009567151887226328,0.0005534936949848658,1.822265625,1.359375,18.0
train(totalseg),s0551,F:\Totalsegmentator_dataset_v201\nii\s0551.nii.gz,1.5,1.5,1.5,233,233,352,349.5,349.5,528.0,-1222.0,3242.0,-507.49432373046875,501.485595703125,-1039.0,-833.0,449.0,0.04542031729386025,0.0012271235648018053,1.365234375,1.365234375,18.0
train(totalseg),s0548,F:\Totalsegmentator_dataset_v201\nii\s0548.nii.gz,1.5,1.5,1.5,337,171,337,505.5,256.5,505.5,-1158.0,3275.0,-362.35198974609375,478.265380859375,-1024.0,-97.0,355.0,0.0011112083747418938,0.000634387728304918,1.001953125,1.974609375,18.0
train(totalseg),s0541,F:\Totalsegmentator_dataset_v201\nii\s0541.nii.gz,1.5,1.5,1.5,319,319,320,478.5,478.5,480.0,-1186.0,1335.0,-621.4797973632812,474.13299560546875,-1024.0,-956.0,245.0,0.0028530380025706056,0.00013312437157465772,1.869140625,1.869140625,18.0
train(totalseg),s0555,F:\Totalsegmentator_dataset_v201\nii\s0555.nii.gz,1.5,1.5,1.5,273,273,144,409.5,409.5,216.0,-1069.0,3259.0,-444.2252197265625,468.6111755371094,-1024.0,-122.0,211.0,0.002004812444372884,4.416625295746175e-05,1.599609375,1.599609375,18.0
train(totalseg),s0536,F:\Totalsegmentator_dataset_v201\nii\s0536.nii.gz,1.5,1.5,1.5,269,269,426,403.5,403.5,639.0,-1242.0,2642.0,-462.8154602050781,473.50860595703125,-1024.0,-132.0,315.0,0.0015841279925589585,0.0005802932816778884,1.576171875,1.576171875,18.0
train(totalseg),s0563,F:\Totalsegmentator_dataset_v201\nii\s0563.nii.gz,1.0,1.0,1.0,51,74,154,51.0,74.0,154.0,-1266.9998779296875,3226.0,-39.09977722167969,355.5167236328125,-1021.9707641601562,31.98337173461914,801.0072021484375,0.007608448784919373,0.005137681608269843,0.2890625,0.19921875,12.0
train(totalseg),s0553,F:\Totalsegmentator_dataset_v201\nii\s0553.nii.gz,1.5,1.5,1.5,233,233,414,349.5,349.5,621.0,-1036.0,3137.0,-582.461669921875,486.5789489746094,-1018.0,-939.0,368.0,0.0013705497842732214,0.0006380237601116088,1.365234375,1.365234375,18.0
train(totalseg),s0546,F:\Totalsegmentator_dataset_v201\nii\s0546.nii.gz,1.5,1.5,1.5,304,304,458,456.0,456.0,687.0,-1182.0,3226.0,-678.1253662109375,468.58270263671875,-1024.0,-984.0,386.0,0.0057881403416125505,0.000988079632669312,1.78125,1.78125,18.0
train(totalseg),s0543,F:\Totalsegmentator_dataset_v201\nii\s0543.nii.gz,1.5,1.5,1.5,301,301,463,451.5,451.5,694.5,-1137.0,1586.0,-518.8449096679688,485.4242858886719,-1024.0,-760.0,265.0,0.002264288471252347,0.0007529272298836017,1.763671875,1.763671875,18.0
train(totalseg),s0559,F:\Totalsegmentator_dataset_v201\nii\s0559.nii.gz,1.0,1.0,1.0,188,140,147,188.0,140.0,147.0,-1218.015380859375,3353.989501953125,-562.264404296875,546.5872802734375,-1024.0340576171875,-975.0297241210938,988.0215454101562,0.011045634059094762,0.009409569298844157,0.546875,0.734375,12.0
train(totalseg),s0557,F:\Totalsegmentator_dataset_v201\nii\s0557.nii.gz,1.0,1.0,1.0,218,210,191,218.0,210.0,191.0,-1359.970458984375,3137.033203125,-373.507080078125,488.78057861328125,-1023.9926147460938,-101.02619171142578,507.0130920410156,0.002350760180146798,0.0011665168493066086,0.8203125,0.8515625,12.0
train(totalseg),s0560,F:\Totalsegmentator_dataset_v201\nii\s0560.nii.gz,1.5,1.5,1.5,207,207,150,310.5,310.5,225.0,-1075.0,1490.0,-511.63763427734375,494.4994812011719,-1019.0,-876.0,299.0,0.0019802867495043058,0.00043377117046024553,1.212890625,1.212890625,18.0
train(totalseg),s0564,F:\Totalsegmentator_dataset_v201\nii\s0564.nii.gz,1.5,1.5,1.5,215,215,152,322.5,322.5,228.0,-1035.0,1469.0,-372.0210266113281,463.8471984863281,-1018.0,-109.0,387.0,0.000469101363468162,0.0006250889527767498,1.259765625,1.259765625,18.0
train(totalseg),s0550,F:\Totalsegmentator_dataset_v201\nii\s0550.nii.gz,1.5,1.5,1.5,294,294,462,441.0,441.0,693.0,-1188.0,3262.0,-632.8430786132812,479.9391174316406,-1024.0,-956.0,331.0,0.005552739758958908,0.0007307159112763639,1.72265625,1.72265625,18.0
train(totalseg),s0549,F:\Totalsegmentator_dataset_v201\nii\s0549.nii.gz,1.5,1.5,1.5,305,305,461,457.5,457.5,691.5,-1200.0,2343.0,-642.4530639648438,477.5731201171875,-1024.0,-969.0,360.0,0.006524403413127912,0.000829016819909947,1.787109375,1.787109375,18.0
train(totalseg),s0567,F:\Totalsegmentator_dataset_v201\nii\s0567.nii.gz,1.5,1.5,1.5,161,161,112,241.5,241.5,168.0,-1031.0,1982.0,-536.3092651367188,616.072509765625,-1018.0,-969.0,1411.0,0.00023147255121330195,0.02979244627907874,0.943359375,0.943359375,18.0
train(totalseg),s0575,F:\Totalsegmentator_dataset_v201\nii\s0575.nii.gz,1.5,1.5,1.5,143,143,103,214.5,214.5,154.5,-1026.0,1943.0,-542.9413452148438,578.7986450195312,-1007.0,-955.0,1184.0,1.8991115955955804e-06,0.020611058146998835,0.837890625,0.837890625,18.0
train(totalseg),s0568,F:\Totalsegmentator_dataset_v201\nii\s0568.nii.gz,1.5,1.5,1.5,157,157,141,235.5,235.5,211.5,-1405.0,3545.0,-630.9993286132812,528.3963623046875,-1033.0,-968.0,1144.0,0.044657618594105615,0.014131451211476877,0.919921875,0.919921875,18.0
train(totalseg),s0572,F:\Totalsegmentator_dataset_v201\nii\s0572.nii.gz,1.5,1.5,1.5,185,185,133,277.5,277.5,199.5,-1542.0,3636.0,-605.508056640625,537.7514038085938,-1020.0,-969.0,906.0,0.0032788311411848215,0.00790939749253448,1.083984375,1.083984375,18.0
train(totalseg),s0565,F:\Totalsegmentator_dataset_v201\nii\s0565.nii.gz,1.5,1.5,1.5,246,246,204,369.0,369.0,306.0,-1045.0,2622.0,-476.4529113769531,476.8062744140625,-1019.0,-412.0,345.0,0.0006390301710695675,0.0003572218347593856,1.44140625,1.44140625,18.0
train(totalseg),s0576,F:\Totalsegmentator_dataset_v201\nii\s0576.nii.gz,1.5,1.5,1.5,170,166,164,255.0,249.0,246.0,-1278.0,3460.0,-616.2845458984375,528.0834350585938,-1024.0,-975.0,917.0,0.008605724790528776,0.008265411027721634,0.97265625,0.99609375,18.0
train(totalseg),s0566,F:\Totalsegmentator_dataset_v201\nii\s0566.nii.gz,1.5,1.5,1.5,319,161,319,478.5,241.5,478.5,-1057.0,1679.0,-443.36932373046875,507.9238586425781,-1024.0,-113.0,402.0,0.0011766696403851479,0.0008069690484247349,0.943359375,1.869140625,18.0
train(totalseg),s0561,F:\Totalsegmentator_dataset_v201\nii\s0561.nii.gz,1.0,1.0,1.0,243,155,415,243.0,155.0,415.0,-1032.00341796875,1752.016845703125,-346.4088134765625,461.46575927734375,-1022.995849609375,-107.01346588134766,423.0167236328125,3.889712325065306e-05,0.0007513286438415618,0.60546875,0.94921875,12.0
train(totalseg),s0579,F:\Totalsegmentator_dataset_v201\nii\s0579.nii.gz,1.5,1.5,1.5,128,128,213,192.0,192.0,319.5,-1044.0,3211.0,-176.8274688720703,411.8225402832031,-979.0,-56.0,688.0,3.438600352112676e-05,0.0033801441461267607,0.75,0.75,18.0
train(totalseg),s0573,F:\Totalsegmentator_dataset_v201\nii\s0573.nii.gz,1.5,1.5,1.5,224,224,247,336.0,336.0,370.5,-1280.0,3306.0,-494.1828308105469,506.3804016113281,-1017.0,-580.0,416.0,0.0004027120083863505,0.0038311298076923075,1.3125,1.3125,18.0
train(totalseg),s0571,F:\Totalsegmentator_dataset_v201\nii\s0571.nii.gz,1.5,1.5,1.5,243,243,409,364.5,364.5,613.5,-1033.0,1627.0,-578.2772827148438,479.76690673828125,-1016.0,-925.0,325.0,0.00016632817895404875,0.0004957548634843978,1.423828125,1.423828125,18.0
train(totalseg),s0556,F:\Totalsegmentator_dataset_v201\nii\s0556.nii.gz,1.5,1.5,1.5,333,333,484,499.5,499.5,726.0,-1283.0,3098.0,-758.4174194335938,429.0084533691406,-1024.0,-994.0,319.0,0.0038464866474694484,0.002409713711925014,1.951171875,1.951171875,18.0
train(totalseg),s0580,F:\Totalsegmentator_dataset_v201\nii\s0580.nii.gz,1.5,1.5000001192092896,1.5,288,181,288,432.0,271.5000215768814,432.0,-1259.0,1427.0,-513.9961547851562,488.8879089355469,-1030.0,-666.0,301.0,0.012186348987108655,7.353693472478004e-05,1.060546959284693,1.6875,18.0
train(totalseg),s0581,F:\Totalsegmentator_dataset_v201\nii\s0581.nii.gz,1.5,1.5,1.5,233,233,198,349.5,349.5,297.0,-1187.0,3111.0,-349.80181884765625,477.8731384277344,-1035.0,-115.0,527.0,0.030626774663319818,0.002987937173499626,1.365234375,1.365234375,18.0
train(totalseg),s0582,F:\Totalsegmentator_dataset_v201\nii\s0582.nii.gz,1.5,1.5,1.5,227,227,209,340.5,340.5,313.5,-1368.0,3469.0,-536.8197631835938,499.02630615234375,-1020.0,-843.0,534.0,0.0020401943923067625,0.0027221162754808414,1.330078125,1.330078125,18.0
train(totalseg),s0578,F:\Totalsegmentator_dataset_v201\nii\s0578.nii.gz,1.5,1.5,1.5,224,224,395,336.0,336.0,592.5,-1048.0,3091.0,-553.8160400390625,498.7713623046875,-1019.0,-915.0,455.0,0.0016276882588478429,0.001924870027124774,1.3125,1.3125,18.0
train(totalseg),s0574,F:\Totalsegmentator_dataset_v201\nii\s0574.nii.gz,1.5,1.5,1.5,251,251,441,376.5,376.5,661.5,-1049.0,1794.0,-470.0201416015625,510.75970458984375,-1023.0,-666.0,522.0,0.0016170059238147835,0.0015565382669566427,1.470703125,1.470703125,18.0
